application_id,application_date,application_month,claimed_first_name,claimed_last_name,date_of_birth,age,ssn_last4,address_line,city,state,zip_code,phone_number,email,email_domain,is_free_email_domain,employer_name,employer_industry,annual_income,housing_status,months_at_address,months_at_employer,thin_file_flag,device_id,ip_region,application_hour,num_prev_apps_same_device_7d,num_prev_apps_same_email_30d,num_prev_apps_same_phone_30d,num_prev_apps_same_address_30d,zip_ip_distance_proxy,name_email_match_score,document_uploaded,verification_note,ocr_document_text,address_explanation_text,employment_explanation_text,fraud_label,fraud_type,difficulty_level,generated_signal_score
APP-BC87D2D2A7AE,2024-01-27,2024-01,Emily,Collins,1975-03-13,49,3222,3602 Bay Street,Seattle,WA,98101,717-797-7210,emily.collins38@yahoo.com,yahoo.com,1,Ford Motor Company,manufacturing,81000,rent,84,85,0,DEV-D4740DF665224FC4,WA,4,0,0,0,0,0.189,0.862,1,All documents match application details.,Insurance card holder Emily Collins policy active current address confirmed,Moved to Seattle last month for new job opportunity.,Returned to workforce after parental leave.,0,legitimate_clean,easy,0.132
APP-4A63F6B24CCE,2024-10-10,2024-10,Paul,James,1971-04-10,53,2806,9901 Lakeside Drive,Austin,TX,78701,693-677-7674,pjames@comcast.net,comcast.net,0,Hilton Hotels,hospitality,39000,rent,16,16,0,DEV-BA9470B8BB5D4933,IN,14,0,1,0,2,0.147,0.55,1,Identity verified through standard process.,Name on document differs from application spelling,Currently staying with family while apartment lease finalizes.,Recently joined employer after graduation.,0,legitimate_noisy,easy,0.116
APP-8EAB86841A47,2024-10-19,2024-10,Cynthia,Wright,2006-10-26,18,9597,443 Duke Road,Baltimore,MD,21201,797-506-9752,cynthia.wright16@hotmail.com,hotmail.com,1,McDonalds,hospitality,26000,rent,27,67,0,DEV-57E639CABFD54335,MD,10,0,0,0,0,0.009,0.935,1,Short employment tenure due to recent graduation.,Professional license Cynthia Wright address Baltimore MD valid,Recently purchased home and previous address was rental.,Relocated for spouse employment and found new job in Baltimore.,0,legitimate_clean,easy,0.091
APP-13A82FA6FD66,2024-06-07,2024-06,Deborah,Nelson,1986-08-18,38,6716,5603 Riverside Avenue,Denver,CO,80201,450-390-3785,deborah84@protonmail.com,protonmail.com,1,Morgan Stanley,finance,101000,rent,15,7,0,DEV-FRAUD-0044,OH,22,1,0,1,2,0.583,0.446,1,Income documentation matches stated amount.,Name Deborah but document shows different first name,Applicant unable to clearly explain address discrepancy.,Employment dates inconsistent with provided documentation.,1,true_name_fraud,medium,0.339
APP-D8813881F3AE,2024-12-30,2024-12,Katherine,Richardson,1994-05-25,30,4497,9450 Highland Avenue,Jacksonville,FL,32201,208-487-3316,katherinerichardson@protonmail.com,protonmail.com,1,Community College District,education,63000,rent,33,9,0,DEV-A6BE4C9130494F39,FL,17,0,0,0,0,0.088,0.889,1,Documents clear and consistent with application.,Lease agreement tenant Katherine Richardson property 9450 Highland Avenue Jacksonville,Recently purchased home and previous address was rental.,Started new position at Community College District last month.,0,legitimate_clean,easy,0.097
APP-403E43AA5CC6,2024-10-06,2024-10,Jacob,Parker,1952-06-09,72,4142,7930 Monroe Drive,Sacramento,CA,95801,353-276-4265,jacobparker@corporateemail.com,corporateemail.com,0,MGM Resorts,hospitality,24000,own,98,72,0,DEV-0787C6D886C14DAD,CA,10,0,0,0,1,0.146,0.869,1,All documents match application details.,Utility statement confirms service address and applicant name,Recently relocated for work and mailing and residential address differ temporarily.,Contractor converted to full-time employee recently.,0,legitimate_clean,medium,0.014
APP-5A8821DF0DB9,2024-04-13,2024-04,Janet,Watson,1960-09-09,64,8353,2194 Market Street,Cincinnati,OH,45201,647-476-8357,janet_watson@outlook.com,outlook.com,1,Meta,technology,150000,rent,27,34,0,DEV-C4E9C1A737E44A72,OH,10,0,0,0,0,0.257,0.944,1,Applicant confirmed recent move and provided updated utility bill.,Tax document Janet Watson filing address 2194 Market Street Cincinnati OH,Currently staying with family while apartment lease finalizes.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.088
APP-0617E38BB1CF,2024-03-21,2024-03,Nancy,Stewart,1984-11-25,40,9340,2864 Liberty Street,Milwaukee,WI,53201,574-522-1194,nancy.s@charter.net,charter.net,0,Meta,technology,182000,rent,52,75,0,DEV-FDF60C444F854CDA,WI,15,0,0,0,0,0.186,0.482,1,Employment confirmed with HR department.,Voter registration Nancy Stewart address 2864 Liberty Street Milwaukee confirmed,Recently relocated for work and mailing and residential address differ temporarily.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,medium,0.043
APP-3D91188C080C,2024-04-10,2024-04,Richard,Alvarez,1962-01-10,62,3988,2615 High Street,Columbus,OH,43201,276-930-2211,richard.a@corporateemail.com,corporateemail.com,0,DHL,logistics,60000,rent,4,17,0,DEV-2DCA57754A094DCB,OH,19,0,0,0,0,0.243,0.457,1,Name variation due to nickname but documents otherwise consistent.,Insurance card holder Richard Alvarez policy active current address confirmed,Recently relocated for work and mailing and residential address differ temporarily.,Contractor converted to full-time employee recently.,0,legitimate_noisy,hard,0.129
APP-146E550368DE,2024-04-09,2024-04,Emma,Morales,1996-05-20,28,3942,4135 Creekside Lane,Phoenix,AZ,85001,704-310-2527,emmamorales@comcast.net,comcast.net,0,IBM,technology,93000,own,27,38,0,DEV-44E763AF28804D98,AZ,17,0,0,0,0,0.226,0.904,1,Standard verification completed without issues.,Employer letter confirms salary and start date for Emma Morales,College graduate recently moved to new city for first job.,Started new position at IBM last month.,0,legitimate_clean,easy,0.0
APP-535021DE2B34,2024-08-26,2024-08,Margaret,Morales,1996-09-19,28,2246,9475 Bridge Street,Fort Worth,TX,76101,252-214-5698,margaret_morales@icloud.com,icloud.com,1,Salesforce,technology,73000,rent,17,67,0,DEV-920C8244AB804826,TX,16,0,0,0,1,0.09,0.886,1,Income documentation matches stated amount.,Utility statement confirms service address and applicant name,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.155
APP-05325CE4251D,2024-08-27,2024-08,Kevin,Collins,2001-09-02,23,2839,9595 Country Lane,San Antonio,TX,78201,699-961-2140,kevin.collins22@gmail.com,gmail.com,1,3M Company,manufacturing,52000,rent,35,46,0,DEV-97A685C25D6F449E,AZ,11,0,0,0,0,0.039,0.912,1,Name spelling variation noted but documents consistent.,ID card Kevin Collins address matches application San Antonio TX,Address updated after recent move and utility transfer in progress.,Relocated for spouse employment and found new job in San Antonio.,0,legitimate_clean,easy,0.003
APP-1978FBD7924F,2024-11-07,2024-11,Jeffrey,Reyes,1983-03-05,41,7762,7713 Jefferson Street,Chicago,IL,60601,879-366-5552,jeffrey.reyes@workmail.com,workmail.com,0,Capital One,finance,181000,own,91,77,0,DEV-51395F0756824CD7,IL,13,0,0,0,0,0.236,0.919,1,Employment confirmed with HR department.,Credit union statement member Jeffrey Reyes address verified Chicago,Recently purchased home and previous address was rental.,Career change to finance industry and short tenure expected.,0,legitimate_clean,easy,0.017
APP-006681463CCB,2024-10-14,2024-10,Samantha,Brooks,1970-05-17,54,1136,9666 Beach Avenue,Omaha,NE,68101,678-212-5037,samantha.brooks@cox.net,cox.net,0,Starbucks,hospitality,49000,family,70,65,0,DEV-9D60ED9AA62C4306,NE,12,0,0,0,0,0.196,0.949,1,Short employment tenure due to recent graduation.,Driver license Samantha Brooks DOB verified address Omaha NE,Recently relocated for work and mailing and residential address differ temporarily.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.0
APP-A034E2153DD7,2024-12-06,2024-12,Kevin,Reed,1972-02-09,52,7135,5566 Garden Street,Los Angeles,CA,90001,724-970-7085,kevinreed@enterprisemail.com,enterprisemail.com,0,American Express,finance,159000,other,32,72,0,DEV-6CFC1CF4C93F4CEF,CA,7,0,0,0,0,0.164,0.897,1,All verification checks passed successfully.,Pay stub American Express employee Kevin Reed period ending current,Moved to Los Angeles last month for new job opportunity.,Relocated for spouse employment and found new job in Los Angeles.,0,legitimate_clean,easy,0.0
APP-A29990876D5A,2024-03-03,2024-03,Steven,Brown,2004-12-07,20,9880,7764 South Street,Chicago,IL,60601,645-244-2516,steven.brown74@outlook.com,outlook.com,1,Nationwide,insurance,78000,rent,90,34,0,DEV-CB7F597005CE4233,IL,18,0,0,0,0,0.119,0.898,0,Address discrepancy resolved with updated proof.,ID card Steven Brown address matches application Chicago IL,College graduate recently moved to new city for first job.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.072
APP-E8640583DDF2,2024-06-21,2024-06,Joshua,Morgan,2000-01-19,24,2855,8024 Jefferson Street,Jacksonville,FL,32201,630-388-9466,joshua.m@yahoo.com,yahoo.com,1,Mayo Clinic,healthcare,97000,own,119,8,1,DEV-C58340EE73574EA7,FL,15,0,0,0,0,0.191,0.479,1,Phone and email both verified successfully.,Employment verification Joshua Morgan position confirmed Mayo Clinic,Address updated after recent move and utility transfer in progress.,Career change to healthcare industry and short tenure expected.,0,legitimate_clean,medium,0.219
APP-DAD756AA2579,2024-05-21,2024-05,Jennifer,Cox,1985-01-14,39,3393,6631 Center Street,Orlando,FL,32801,219-624-3126,jennifer.cox77@officeemail.com,officeemail.com,0,Goldman Sachs,finance,147000,rent,93,46,0,DEV-8944D6BC3C144C1B,FL,15,0,0,0,0,0.218,0.904,1,Name spelling variation noted but documents consistent.,Name Jennifer Cox Address 6631 Center Street Orlando FL,Currently staying with family while apartment lease finalizes.,Career change to finance industry and short tenure expected.,0,legitimate_clean,easy,0.0
APP-CC39EBFD3EF5,2024-09-30,2024-09,Nicholas,Hill,1959-08-11,65,9631,2989 Maple Drive,Denver,CO,80201,990-773-5040,nicholashill@businessmail.com,businessmail.com,0,Cleveland Clinic,healthcare,65000,rent,69,66,0,DEV-B1E8A9DAD7914CD3,MA,11,0,0,0,0,0.177,0.949,1,Document quality acceptable and all fields readable.,Employer letter confirms salary and start date for Nicholas Hill,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.021
APP-A9649ADCD086,2024-10-30,2024-10,Michelle,Edwards,2002-07-15,22,3025,2919 Market Street,Tampa,FL,33601,724-888-3590,michelle.edwards37@aol.com,aol.com,1,CVS Health,retail,32000,own,119,38,0,DEV-43E7093E716C40E9,AZ,15,0,0,0,0,0.026,0.893,1,All verification checks passed successfully.,Health insurance card Michelle Edwards employer CVS Health active,Recently relocated for work and mailing and residential address differ temporarily.,Relocated for spouse employment and found new job in Tampa.,0,legitimate_clean,medium,0.076
APP-64882BC237DC,2024-01-11,2024-01,Justin,Myers,2001-02-07,23,3286,5207 Lakeside Drive,Fresno,CA,93701,812-547-1673,justin.myers38@workmail.com,workmail.com,0,Starbucks,hospitality,25000,rent,101,16,0,DEV-38ED5B52260B40F0,CA,14,0,0,0,0,0.213,0.948,1,Applicant provided additional documentation as requested.,Credit union statement member Justin Myers address verified Fresno,Recently relocated for work and mailing and residential address differ temporarily.,Contractor converted to full-time employee recently.,0,legitimate_clean,medium,0.0
APP-6D918498ABC0,2024-10-17,2024-10,Stephanie,Morales,1977-01-03,47,7965,4901 East Street,Charlotte,NC,28201,992-601-8719,stephanie_morales@live.com,live.com,1,Oracle,technology,109000,rent,76,72,0,DEV-92A57FBA041A4A85,NC,11,0,0,0,0,0.206,0.865,1,Income documentation matches stated amount.,Utility statement confirms service address and applicant name,Currently staying with family while apartment lease finalizes.,Career change to technology industry and short tenure expected.,0,legitimate_clean,easy,0.08
APP-D99B5C246FAC,2024-12-02,2024-12,Deborah,Patel,1999-08-13,25,0874,1853 Taylor Lane,Austin,TX,78701,305-400-2919,deborahpatel@msn.com,msn.com,1,HCA Healthcare,healthcare,44000,family,7,18,1,DEV-2635AD94059A4845,MO,4,0,0,0,0,0.267,0.943,1,Address confirmed via utility statement.,Address Austin does not match document showing different city,College graduate recently moved to new city for first job.,Returned to workforce after parental leave.,0,legitimate_noisy,medium,0.22
APP-EB56F20282D1,2024-04-01,2024-04,Kenneth,Davis,1952-11-08,72,0961,9319 Washington Boulevard,San Antonio,TX,78201,661-409-8913,user9084@icloud.com,icloud.com,1,Cleveland Clinic,healthcare,142000,rent,5,6,1,DEV-CLUSTER-0018,TX,22,4,1,2,4,0.553,0.0,1,Multiple identity variations submitted from same source.,Name Kenneth Davis Address 9319 Washington Boulevard San Antonio TX,Applicant unable to clearly explain address discrepancy.,Employer name provided but no verifiable tenure details.,1,coordinated_attack,medium,0.78
APP-CAC4D93B4C23,2024-11-29,2024-11,Michael,Hughes,2006-10-04,18,3221,2762 Shady Grove Road,San Francisco,CA,94101,855-798-5912,michael.hughes@businessmail.com,businessmail.com,0,Apple,technology,50000,rent,4,2,0,DEV-FRAUD-0038,CO,3,2,0,0,3,0.424,0.881,1,Address appears associated with multiple prior applicants.,Document date appears altered or inconsistent,Multiple different addresses provided during verification.,Unable to confirm employment at stated company.,1,synthetic_identity,medium,0.469
APP-84CACD829EC1,2024-01-02,2024-01,Sandra,Ramirez,1969-03-26,55,8567,5311 High Street,Minneapolis,MN,55401,903-521-4888,user3075@hotmail.com,hotmail.com,1,DHL,logistics,54000,rent,14,3,0,DEV-1C01F633391A4E51,CO,8,0,0,0,0,0.262,0.076,1,Multiple applications from same device with different identities.,Employer letter confirms salary and start date for Sandra Ramirez,Temporary housing while relocating to MN for employment.,Returned to workforce after parental leave.,0,legitimate_noisy,medium,0.236
APP-277417BFD427,2024-02-22,2024-02,Carolyn,Smith,2000-05-24,24,6122,8170 Lincoln Drive,Omaha,NE,68101,269-539-8009,carolyn.smith28@charter.net,charter.net,0,Walgreens,retail,38000,rent,110,25,0,DEV-EBF46CA89EDA44AB,NE,15,0,0,0,0,0.268,0.87,1,Identity verified through standard process.,Tax document Carolyn Smith filing address 8170 Lincoln Drive Omaha NE,Moved to Omaha last month for new job opportunity.,Relocated for spouse employment and found new job in Omaha.,0,legitimate_clean,easy,0.0
APP-E59BC9C64B2A,2024-10-21,2024-10,Samuel,Rogers,1981-06-24,43,4230,8924 Madison Avenue,Sacramento,CA,95801,299-448-4050,samuel.rogers38@protonmail.com,protonmail.com,1,Allstate,insurance,63000,rent,88,43,0,DEV-431D3D5EF5A84EB4,CA,19,0,0,0,0,0.195,0.94,1,Identity verified through standard process.,Health insurance card Samuel Rogers employer Allstate active,Address updated after recent move and utility transfer in progress.,Started new position at Allstate last month.,0,legitimate_clean,easy,0.052
APP-3106AF82B079,2024-04-14,2024-04,Pamela,Diaz,1973-05-04,51,1965,7388 Beach Avenue,Memphis,TN,38101,655-642-9081,pamela18@corporateemail.com,corporateemail.com,0,Goldman Sachs,finance,74000,rent,97,20,1,DEV-2C21E7FF047449AD,TN,15,0,0,0,0,0.047,0.421,1,Employer verified through callback and start date consistent.,Direct deposit form Pamela Diaz employer Goldman Sachs verified,Recently relocated for work and mailing and residential address differ temporarily.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.179
APP-EDAF4EB5822D,2024-03-18,2024-03,Patricia,Mitchell,2000-10-02,24,5209,8024 Union Street,Charlotte,NC,28201,792-630-3031,patricia.mitchell82@earthlink.net,earthlink.net,0,Private Academy,education,30000,family,19,8,0,DEV-83DAE724469243BE,NC,15,0,0,0,0,0.472,0.895,1,Recent address change explained and documented.,Employment verification Patricia Mitchell position confirmed Private Academy,Moved to Charlotte last month for new job opportunity.,Returned to workforce after parental leave.,0,legitimate_noisy,easy,0.098
APP-DD8B34B71203,2024-12-03,2024-12,Gregory,Kelly,1993-06-01,31,3670,644 Ranch Drive,Omaha,NE,68101,695-709-9068,g1122@ymail.com,ymail.com,1,American Express,finance,115000,family,6,14,0,DEV-4FACA53AC4774581,NE,8,0,0,0,0,0.465,0.037,1,Identity documents match across all sources.,Bank statement Gregory Kelly address 644 Ranch Drive Omaha NE 68101,Moved to Omaha last month for new job opportunity.,Contractor converted to full-time employee recently.,0,legitimate_noisy,hard,0.287
APP-FB0F6B327F29,2024-06-09,2024-06,Alexander,Gomez,1993-09-21,31,3183,9969 Church Street,Orlando,FL,32801,551-336-9319,alexander.gomez62@sbcglobal.net,sbcglobal.net,0,JPMorgan Chase,finance,130000,rent,54,54,1,DEV-805DDF80232740A7,TN,9,0,0,0,0,0.218,0.931,1,Name variation due to nickname but documents otherwise consistent.,Credit union statement member Alexander Gomez address verified Orlando,Recently purchased home and previous address was rental.,Contractor converted to full-time employee recently.,0,legitimate_clean,medium,0.11
APP-CD4B4F69B466,2024-03-21,2024-03,Pamela,Cox,1981-06-13,43,1267,6656 Water Street,San Jose,CA,95101,225-397-8729,pamelacox@sbcglobal.net,sbcglobal.net,0,Salesforce,technology,125000,rent,14,13,0,DEV-4CBCAF79B1194857,CA,13,0,0,0,0,0.161,0.898,1,Phone number verified through callback.,Driver license Pamela Cox DOB verified address San Jose CA,College graduate recently moved to new city for first job.,Started new position at Salesforce last month.,0,legitimate_noisy,medium,0.0
APP-3E9B288B9946,2024-09-06,2024-09,Alexander,Cruz,1982-10-13,42,3925,2694 Adams Road,Minneapolis,MN,55401,462-406-7922,alexander.c@corporateemail.com,corporateemail.com,0,Nationwide,insurance,114000,own,44,19,0,DEV-65B0146A99B743FC,MN,16,0,0,0,0,0.137,0.456,1,Documents clear and consistent with application.,Pay stub Nationwide employee Alexander Cruz period ending current,College graduate recently moved to new city for first job.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.037
APP-080A984BB66C,2024-03-19,2024-03,Patricia,Turner,1982-11-08,42,6713,6372 Valley Drive,Fresno,CA,93701,235-922-9700,patricia_turner@earthlink.net,earthlink.net,0,McDonalds,hospitality,43000,rent,12,91,0,DEV-7A762CED86994BA6,CA,9,0,0,0,0,0.165,0.912,1,Recent address change explained and documented.,Direct deposit form Patricia Turner employer McDonalds verified,Moved to Fresno last month for new job opportunity.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.0
APP-322839DC97CA,2024-12-11,2024-12,Shirley,Bailey,1999-05-09,25,6378,9429 Ocean Boulevard,San Jose,CA,95101,345-217-4453,shirleybailey@businessmail.com,businessmail.com,0,Ford Motor Company,manufacturing,50000,own,72,15,0,DEV-DB11CC4B1CAC40AA,CA,12,0,0,0,0,0.044,0.852,1,Phone and email both verified successfully.,Employer letter confirms salary and start date for Shirley Bailey,College graduate recently moved to new city for first job.,Started new position at Ford Motor Company last month.,0,legitimate_clean,easy,0.047
APP-9FB67D007366,2024-02-19,2024-02,Rachel,Rodriguez,1999-05-12,25,0670,6322 Lake Drive,New York,NY,10001,454-731-8436,rachel.r@msn.com,msn.com,1,Meta,technology,65000,rent,20,6,0,DEV-711749572F974DF3,CO,8,0,0,0,0,0.415,0.542,1,Document quality acceptable and all fields readable.,W2 form Rachel Rodriguez employer Meta wages verified,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_noisy,medium,0.145
APP-C1B202641C76,2024-06-26,2024-06,Sandra,Carter,2004-05-02,20,3183,9443 Water Street,San Antonio,TX,78201,410-449-7844,scarter@protonmail.com,protonmail.com,1,XPO Logistics,logistics,44000,own,25,95,0,DEV-ADFE9336E19E495D,TX,11,0,0,0,0,0.055,0.467,1,Applicant confirmed recent move and provided updated utility bill.,Driver license Sandra Carter DOB verified address San Antonio TX,Recently relocated for work and mailing and residential address differ temporarily.,Started new position at XPO Logistics last month.,0,legitimate_clean,medium,0.127
APP-AF14D614126E,2024-03-28,2024-03,Amanda,Nguyen,1983-11-22,41,4342,2809 Harbor Drive,St Louis,MO,63101,461-824-5838,amanda52@aol.com,aol.com,1,Community Health Systems,healthcare,95000,rent,94,61,0,DEV-DC3F5544D58E4B98,MO,9,0,0,0,0,0.184,0.459,1,Name variation due to nickname but documents otherwise consistent.,Mortgage statement borrower Amanda Nguyen property St Louis MO,College graduate recently moved to new city for first job.,Relocated for spouse employment and found new job in St Louis.,0,legitimate_clean,medium,0.111
APP-7DC1D12349C4,2024-04-17,2024-04,Patrick,Adams,1970-05-18,54,5273,315 Vineyard Drive,Nashville,TN,37201,547-211-6951,patrickadams@businessmail.com,businessmail.com,0,Marriott International,hospitality,47000,family,24,93,0,DEV-131E40091B924F37,TN,9,0,0,0,0,0.294,0.889,1,Identity documents match across all sources.,Bank statement Patrick Adams address 315 Vineyard Drive Nashville TN 37201,Currently staying with family while apartment lease finalizes.,Started new position at Marriott International last month.,0,legitimate_clean,medium,0.032
APP-84CF680B459E,2024-03-25,2024-03,Kevin,Gonzalez,2000-10-01,24,3149,738 Woodland Avenue,San Diego,CA,92101,374-600-9034,kevin.g@enterprisemail.com,enterprisemail.com,0,Costco,retail,27000,rent,119,73,0,DEV-E398B30A15BB4C21,CA,16,0,0,0,0,0.047,0.453,1,Address discrepancy resolved with updated proof.,Bank statement Kevin Gonzalez address 738 Woodland Avenue San Diego CA 92101,Recently purchased home and previous address was rental.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,medium,0.081
APP-9FCF14865867,2024-10-10,2024-10,Angela,Nelson,2002-10-03,22,0162,465 Highland Avenue,Seattle,WA,98101,311-257-3795,angela.nelson@comcast.net,comcast.net,0,Private Academy,education,38000,own,13,91,0,DEV-4BDF608B1AF34DA9,WA,16,0,0,0,0,0.285,0.91,1,Applicant confirmed recent move and provided updated utility bill.,Mortgage statement borrower Angela Nelson property Seattle WA,Recently purchased home and previous address was rental.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,medium,0.034
APP-67F5DAFCA13A,2024-11-13,2024-11,Barbara,Rodriguez,1969-12-18,55,3181,2758 Mill Street,Orlando,FL,32801,690-975-6757,brodriguez@officeemail.com,officeemail.com,0,CVS Health,retail,55000,rent,25,71,0,DEV-432A4EF3327E40D9,FL,19,0,0,0,0,0.176,0.528,1,Identity documents match across all sources.,ID card Barbara Rodriguez address matches application Orlando FL,Currently staying with family while apartment lease finalizes.,Contractor converted to full-time employee recently.,0,legitimate_clean,medium,0.0
APP-41DD67C17EAC,2024-03-08,2024-03,Brenda,Wilson,1975-05-17,49,5074,7110 Center Street,Orlando,FL,32801,828-861-2764,brendawilson@officeemail.com,officeemail.com,0,Community College District,education,80000,rent,61,26,0,DEV-25F659ADF2F2431B,FL,11,0,0,0,0,0.198,0.87,1,Employment confirmed with HR department.,Tax document Brenda Wilson filing address 7110 Center Street Orlando FL,Address updated after recent move and utility transfer in progress.,Recently joined employer after graduation.,0,legitimate_clean,easy,0.032
APP-E84694DDA60F,2024-11-26,2024-11,Anthony,Miller,1998-08-09,26,1900,8768 Wilson Boulevard,Las Vegas,NV,89101,779-856-1770,user7394@icloud.com,icloud.com,1,Community Health Systems,healthcare,103000,rent,0,7,1,DEV-7032FE84846E4F9D,OH,0,3,1,0,2,0.47,0.0,1,Address does not match any known residential records.,Document appears to show different state than NV,Address provided does not match any documentation.,Income stated inconsistent with employer and role type.,1,synthetic_identity,medium,0.64
APP-8A2B17FB0C7F,2024-01-17,2024-01,Michelle,Gray,1980-05-20,44,9608,5739 Oak Avenue,San Jose,CA,95101,291-568-8727,michelle.gray52@gmail.com,gmail.com,1,State University System,education,39000,rent,20,78,1,DEV-7D26307D193B44CD,CA,16,0,0,0,0,0.264,0.927,0,Employment gap explained with supporting documents.,ID card Michelle Gray address matches application San Jose CA,Recently purchased home and previous address was rental.,Relocated for spouse employment and found new job in San Jose.,0,legitimate_clean,easy,0.238
APP-717BBD8A2444,2024-12-22,2024-12,Michael,Bailey,1973-11-17,51,9157,4182 Highland Avenue,Fresno,CA,93701,809-524-8251,mbailey@icloud.com,icloud.com,1,Mayo Clinic,healthcare,81000,rent,118,76,0,DEV-EF14C9F7FAEE4F1E,CA,20,0,0,0,0,0.252,0.494,1,Documents clear and consistent with application.,Insurance card holder Michael Bailey policy active current address confirmed,Currently staying with family while apartment lease finalizes.,Career change to healthcare industry and short tenure expected.,0,legitimate_clean,easy,0.139
APP-A930BBADF962,2024-12-31,2024-12,Patrick,Hernandez,1988-09-19,36,2330,4596 Ridge Road,Nashville,TN,37201,895-216-4835,phernandez@att.net,att.net,0,Amazon,technology,150000,rent,17,4,0,DEV-1B5CCFF59EB44106,TN,16,0,0,0,0,0.183,0.515,1,Identity verified through standard process.,Lease agreement tenant Patrick Hernandez property 4596 Ridge Road Nashville,Recently purchased home and previous address was rental.,Career change to technology industry and short tenure expected.,0,legitimate_noisy,hard,0.046
APP-D9DC1C6AA7F5,2024-08-11,2024-08,Katherine,Ortiz,1973-04-10,51,8097,6732 Pine Street,Dallas,TX,75201,627-682-2533,katherine73@msn.com,msn.com,1,State Farm,insurance,95000,family,80,60,0,DEV-3FAACDF952EB4339,TX,10,0,0,0,0,0.0,0.367,1,Address history verified through public records.,Professional license Katherine Ortiz address Dallas TX valid,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.074
APP-2DA001970413,2024-03-31,2024-03,Jonathan,Patel,2002-11-09,22,2514,6503 East Street,Orlando,FL,32801,651-566-3915,jonathan.p@professionalmail.com,professionalmail.com,0,CVS Health,healthcare,38000,rent,39,62,0,DEV-5C4F80F023B743DC,FL,12,0,0,0,0,0.269,0.527,1,Documents clear and consistent with application.,Tax document Jonathan Patel filing address 6503 East Street Orlando FL,Moved to Orlando last month for new job opportunity.,Started new position at CVS Health last month.,0,legitimate_clean,easy,0.0
APP-B98FC4FE0FD6,2024-02-26,2024-02,Dorothy,Ortiz,1985-07-18,39,7509,2546 Harbor Drive,Albuquerque,NM,87101,312-516-4372,dortiz@businessmail.com,businessmail.com,0,Community Health Systems,healthcare,134000,rent,46,21,0,DEV-FRAUD-0037,NC,22,0,1,0,1,0.137,0.741,1,All documents match application details.,Direct deposit form Dorothy Ortiz employer Community Health Systems verified,Multiple different addresses provided during verification.,Employer name provided but no verifiable tenure details.,1,true_name_fraud,hard,0.077
APP-8360E0B90B21,2024-03-23,2024-03,Patrick,Walker,1958-03-10,66,1061,2970 Prairie Street,Columbus,OH,43201,231-411-8555,pwalker@earthlink.net,earthlink.net,0,CVS Health,healthcare,143000,own,42,28,1,DEV-E67615305F7048B2,OH,15,0,0,0,0,0.276,0.453,1,Short employment tenure due to recent graduation.,Health insurance card Patrick Walker employer CVS Health active,College graduate recently moved to new city for first job.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.107
APP-5CD5B35ACF59,2024-05-16,2024-05,Frank,Hall,1980-03-01,44,0132,610 Fairview Lane,Los Angeles,CA,90001,443-359-6037,frank.h@att.net,att.net,0,FedEx,logistics,69000,other,39,5,1,DEV-86FEC0757ADD47B8,CA,14,2,2,0,2,0.542,0.451,1,Employer contact information appears invalid.,Document image low quality text fields incomplete,College graduate recently moved to new city for first job.,Employer name provided but no verifiable tenure details.,1,true_name_fraud,medium,0.451
APP-6E9593312E14,2024-10-27,2024-10,Carolyn,Rivera,1969-01-10,55,6957,6382 Washington Boulevard,Kansas City,MO,64101,592-272-8323,carolynrivera@businessmail.com,businessmail.com,0,Costco,retail,38000,own,72,74,0,DEV-BB7D6D05707C4E66,MO,15,0,0,0,0,0.03,0.892,1,Employer information confirmed via company directory.,Vehicle registration Carolyn Rivera address Kansas City MO current,Temporary housing while relocating to MO for employment.,Contractor converted to full-time employee recently.,0,legitimate_clean,easy,0.023
APP-EB25131247B2,2024-12-02,2024-12,Sharon,Nelson,2001-05-13,23,8277,227 Bridge Street,Memphis,TN,38101,996-912-1769,sharon14@aol.com,aol.com,1,Starbucks,hospitality,29000,rent,29,63,0,DEV-36827602BDF24F8B,TN,11,0,0,0,0,0.011,0.511,1,Employment confirmed with HR department.,Credit union statement member Sharon Nelson address verified Memphis,Recently purchased home and previous address was rental.,Promoted internally and tenure reflects new role start date.,0,legitimate_clean,easy,0.09
